authorDisplayName,textDisplay
@user16161,Untung di Islam diajari untuk tidak mencela Pemimpin meskipun layak untuk diperlakukan seperti itu 😊
@user16162,"Dihina tak tumbang, dipuji tak pantas"
@user16163,Konthol
@user16164,absen yg kesini cuma mau kasih dislike
@user16165,saya mau banget kerja di instansi pemerintahan yang masuknya dibantu sama bapak &amp; om saya. ada gak ya?
@user16166,Dislikenya kau tutup gib. Trasparan dong
@user16167,Mas Feri Irwandi fantastis. Gibran ga ada apa2nya..
@user16168,"alamaaa, bloon ni"
@user16169,Noob
@user16170,Anaknya mulyono kekurangan makan wortel
@user16171,"Anak itu tidak diajarkan cara pakai cermin. Dia hanya disuapi rebung &amp; semen.....rai gedek, muka tembok"
@user16172,😂
@user16173,Halah tai
@user16174,Dislikenya mana???
@user16175,Kosong kosong kosong...isi......kosong
@user16176,Kok dislike di hp ku hilang
@user16177,Ap cuma gw kesini karena mau dislike doang😅
@user16178,Fufufafa udahan yapping nya? 😹
@user16179,Mana buzzer nya udah kalah duluan
@user16180,Bonus Martabak..
@user16181,Keliatan kosong sekali fufufafa
@user16182,"Pejabet stres krn banyak kerja, yg ini stress krn bnyak yg hujat"
@user16183,😴😴😴😴😴😴😴😴😴😴😴😴😴😴😴😴😴😴😴😴
@user16184,Fufufafa 😂😂😂😂
@user16185,"anak haram konstitusi,pilpres habis dana triliunan dapt wapres kaya begini 😂"
@user16186,Kesempatan cemas
@user16187,keren bang fufufafa lancar baca skrip nya
@user16188,Ada kentut ente kerja aj di cariin sama bp ente 😅😅
@user16189,Yang gara gara tiktok tersesat di sini balik woe
@user16190,"Dari Hatta, JK, tiba tiba jd Gibran 😢"
@user16191,kosong semuaa
@user16192,"Mas, sadar diri dengan kapasita otak dong!!! Pertanggungjawabanmu d akhirat sangat besar dalam menghancurkan negri ini.!"
@user16193,wkwkwkwkw...<br><br>ngomong opo iki
@user16194,tiba tiba likenya banyak tapi PALSU 😢
@user16195,Mesti yg komen blm nonton sampe akhir
@user16196,Aes mboh sakarepmu.....😢😢😢
@user16197,"Nyasar sampe sini gegara viral di ig. Baiklah temen2, semangat dislike 🔥"
@user16198,"yg komen rata2 ga terlalu suka, tp knp bisa menang ya ????"
@user16199,Definis praktek tidak segampang teori...
@user16200,Kesini cuma mau dislike dan menikmati komen
@user16201,ayo animator seluruh indonesia bersatu buat film animasi berjudul &quot;Anak Haram Konstitusi&quot;
@user16202,Bikin lukisan bokapnya aja lngsung dicekal.. 😂
@user16203,Yaelah mpe segitunya sakit hati😂😂😂😂😂
@user16204,​@@Ndltoys tp ini bukan tentang Gibran
@user16205,@@exttino  barisan sakit hati mah pinter ngeles 🤣🤣🤣🤣
@user16206,​@@Ndltoysdiem lu buzzer omke gas gua aja nyesel jir ndukung si wowo ama fufufafa
@user16207,Najis
@user16208,😂😂😂😂😂😂😂😂😂😂😂😂
@user16209,Puluhan ribu akun buzzer telah dikerahkan untuk like video ini hahahahahahahahahahaha
@user16210,Dalam Sejarah Periode jokowi sama ini dihujat habis2 an. Uda deh mending tau diri aja ..dripda rakyat lengserin kalian😅
@user16211,Fufufafa tahu apa ttg bonus Demografi.<br>Bocil nepotisme.
@user16212,Ngomong opo bran2<br>Kosong melompong
@user16213,Numpang dislike
@user16214,pemuda kosong harapan kluarga
@user16215,Jumlah dislikenya kenapa dikosongin mas gibran 😂
@user16216,Udah yappingnya ?
@user16217,malu gua punya wapres kyk gini. 😟
@user16218,"Enggak berkontribusi mengerjakan film jumbo, tiba tiba nongol aja ni mas wapres, karna film e bagus dan yg liat banyak"
@user16219,Giliran udah 5 juta penonton baru dia speak up
@user16220,"Tai,,,, lu ga ngerti apa yang lu omongin kan,,,,!!!!!"
@user16221,Turuuuuunnnnnnn ………. !!!!!
@user16222,Untung q dulu gk memilih Gibran . Jd terbebas punya rasa bersalah terhadap bangsa Indonesia... .😁
@user16223,Kira2 komenannya dbaca gk y😅😅
@user16224,muka bloon nya ga bisa di bohongin
@user16225,"lebih suka ama gaya mas Gibran yang dulu, waktu dikenalin pak Jokowi ke wartawan"
@user16226,"Tapi kenapa pemerintah sepertinya tidak bisa memanfaatkan bonus demografi dengan optimal sehingga menjadi beban demografi? banyak anak muda yang nganggur dan sulit cari kerja, indonesia mempunyai penduduk di usia produktif, tapi pemerintah tidak mampu memanfaatkan momentum ini"
@user16227,Kesini cuman cari tombol dislike..
@user16228,"sejam yang lalu saya liat likenya cuman 15 ribu, tiba&quot; sekarang 41 ribu. oalah cik😅😅"
@user16229,Puluhan ribu akun buzzer telah dikerahkan 😎
@user16230,"Buzzernya langsung diguyur dwit biar bekerja demi like doank, demi melebihi 100K dislike lebih.<br>hahaha.....,"
@user16231,"@@notifsurga ​ @AkbarAkbar-zz8is  sumpah brok, gua masi inget pas jam 11-12 tadi masih 14 rb like, laptop dimatiin dicas sejam, udah full batre dinyalain jam 1 pas udah 41/43 ribu like aje😭😭😭😭"
@user16232,"​@@muhammadryan6659iya gw juga perhatiin, kalo gak beli like di YouTube ya bayarin buzzer fix <br><br>Dislikenya udh disembunyiin <br>Gw khawatir kolom komentar tiba² dibatasi 😮‍💨"
@user16233,Info lowongan buzzer😂 ngelike doang brp tuh
@user16234,g malu bgt ni manusia
@user16235,kemu ta pean
@user16236,Kenapa jumlah dislike nya di umpetin...?<br>Cuma jumlah like nya aja yg di munculin...?
@user16237,Aku berdoa supaya pemerintah kita di culik alien
@user16238,"Rabu, 23 April 2025 jam <a href=""https://www.youtube.com/watch?v=SzXMacu80o8&amp;t=789"">13:09</a> <br>Saya belum menemukan komentar positif"
@user16239,Like aja beli wkwkwkwk gak malu toh duit rakyat dihambur2in terus
@user16240,"Siapa yg kesini ga liat videonya, tp cm mau unlike doang"
@user16241,Piye broooo😂....penak jamanku to😂😂😂😂😂
@user16242,kok ga keliatan dislikenya 😂
@user16243,"kalo menurut gua ya urus dulu ishg yangg anjlokk banyak yang di phk,,, trs org tua kita yang gaptek nafkahin anak yang masih kuliah <br>ko lebih mentingin negara yangg ga tertinggal karna ai &amp; robot daripada menyediakan lapangan pekerjaan"
@user16244,kalo kek gini manusia bukannya sejahtera malah musnah grgr robott ai
@user16245,Nonton Riwe Riwe Budoyo saja
@user16246,Kok disembunyikan dislike nya😂
@user16247,Angka Dislike kok disembunyikan? Mau menutupi fakta ya.
@user16248,APSEN YANG UDAH DISLIKE VIDEO INI 😂😂😂😂
@user16249,preettt
@user16250,Aku lbih memilih liat2 komnan
@user16251,"Di janjikan 19 jt lapangan kerja, sama org yg kerjanya di cariin bapaknya"
@user16252,dislike
@user16253,Omon2 opo toh cak ..🙄
@user16254,mekso woy😂
@user16255,"g jelas, g weruh ngomong opo kuwi  ketok-e dirungokno dhewe . . . ? 🤭"
@user16256,sekelas wapres isi komentar dan dislikenya begini wkwkwk memalukan
@user16257,"Mas mata ne mainkan sikit, jadi kliatan banget atuh...."
@user16258,Cuma mau dislike
@user16259,Culang cilleng=kosong tidak berbobot
@user16260,"Saya sudah dislike, selamat menikmati kerja keras buzzer"
@user16261,Dislike gk kliatan mna ya😂😂😂
@user16262,"Mau nanya, yang bikin konsep narasinya siapa?"
@user16263,Mungkin tim suksesnya bisa pinjam Teleprompter milik pembaca berita di TV. Biar bisa keliatan natural lagi 😅
@user16264,😅
@user16265,Sama kaya bapaknya
@user16266,Mood bener komentarnya.
@user16267,Kesini cuman mau dislike...😂😂
@user16268,iya iya bang iya
@user16269,Minimal malu lah coeg. Raimu kui gapleki.
@user16270,beginilah yang terjadi ketika mengandalkan kesaktian Ayah sendiri. omon omon doankkk🤣🤣🤣
@user16271,"Sumpah denger pidatonya males banget, lebih semangat baca komen2 nya, gila komennya negattiiif semua"
@user16272,👎👎👎👎👎
@user16273,"Gak cocok sm sekali ngomong masalah ginian,kaku bgt mukenya..😅"
@user16274,Contohnya ya kayak gini kerja aja di cariin bokap....  ancuuurrrrrrrr...<br>Ngomong ape elu...
@user16275,Ga perlu bonus bonusan. Masyarakat yang belum dapat kerjaan atau sudah di phk inginnya hanya satu. Yaitu dapat bekerja
@user16276,Seperti biasa kosong dan kosong 😅
@user16277,"saya setuju dengan pendapat beliau mengenai penggunaan AI, <br>&quot;ai ai temera.. temme&quot;😋😋"
@user16278,gw kesini cuma ngasih dislike aja.. sayang YouTube udah ga lihatin jumlah dislikesnya
@user16279,Gimana cara liat dislike nya? Kok ilang?
@user16280,bonus demografi? MAKIN BANYAK KOMPETITOR NYARI KERJA SEDANGKAN LOKER TIPIIISSSSS!!!!!
@user16281,Telekk kabeh pettt
@user16282,Konten postif tapi orang orang pemikiran nya negatif dasar pembenci
@user16283,ini adalah video mimpi buruk generasi muda indonesia
@user16284,Lapor! Saya disini (buka youtube) cuma mau ikut andil dislike
@user16285,"ada referencenya ga ? soalnya ktnya ga suka baca, sukanya main ps"
@user16286,"Ojo kokean omong,tantangan lah,demografi lah.<br>Masyarakat Kuwi penting ra dilarani karo pejabate soal pajak tinggi.<br>Sing penting opo2 murah Cok.<br>Gor ngedabrus koyo nggono,kokean omong sing tujuan e ra ngentasi persolan.<br>Kokean umbrussss"
@user16287,ngomong opo
@user16288,i&#39;m here to dislike
@user16289,Kapan dialog sama mahasiswa dan pejabat2 luar negeri pak?
@user16290,"Apa sih salah nya yang di omongin sampe banyak yang hujat ,dasar orang orang"
@user16291,Harusnya mas gibran lebih dekat dg pemuda
@user16292,He feels like Gibran Irwani 🔥🔥
@user16293,Fufufafa 99%ga mengerti apa yg iya ucapkan😂😂
@user16294,Oon nya maksimallll
@user16295,Kesini cuma mau DISLIKE 👎👎👎
@user16296,mau lu dislike juga dia tetap wapres😂
@user16297,Fufu Fafa lagi baca text😂😂
@user16298,Heran saya ni org bisa berpikir ya 😂😊
@user16299,"Produk gagal terbesar dalam sejarah pemerintahan Indonesia, dikiranya ngurus Indonesia itu cm semudah belajar debat capres kemarin. Kalo dia tau dia pinter,pasti ga akan maksain nyalon jadi wapres dgn situasi kemarin..mas..mas.."
@user16300,Commennya semua terwakilkan😂😂😂
@user16301,"Mending Wapres nya Ganti aja Pak AI,  ini wapres nya kosong banget kalo di tanya wartawan jawab nya aiueo aiueo aiuoe 😂"
@user16302,Semoga negeri ini gak hancur karena ulah sekeluargamu!!!
@user16303,Useless..
@user16304,Menarik banget bacain komentar-komentarnya.
@user16305,Belajar lagi yg benar ya..
@user16306,"Bonus? Semua zonk😅😂 cari kerja zonk susah MBG zonk anak anak keracunan katering pada zonk tutup,ekonomi zonk😂😂😂 apa yang mau dibanggakan pak wapress😂😂 Indonesia emas? Atau Indonesia bubar 😅"
@user16307,"Dia saja ga ngerti apa yg diucapkan 😂😂,jangan kan mendapatkan Indonesia emas pendidikan diplosok saja tidak berjalan,akses setiap jalan Plosok saja sangat buruk!!"
@user16308,Dislike kumpul
@user16309,I love fufufafa
@user16310,Apalagi pake peluang sang bokap. Maki  terbuka yakaaan.. 😂😂
@user16311,"Seandainya saja gw, gw akan pilih MUNDUR"
@user16312,"Wajah nya licik dan bloon. Rugi sekali indonesia punya wapres kyk model bgini, sdah rugi di pmpin bapak nya 10 tahun tambah lagi 5 tahun macam ini"
@user16313,Seorang PEMBOHONG akan di bela para PENDUSTA di kelilingi para PENJILAT di sanjung para PENGHIANAT dan di doakan para MUNAFIK
@user16314,"Banyak juga itu yg ngelike, 36k 😅 buzzer nya lagi sibuk nih, lg cebokin semua postingnya fufufafa wkwk, entah brp rupiah yg dikasih buat makan utk ngelike video ini? Haha"
@user16315,"bagus pak gibran, semangat terus ya pak. saya sudah kasih dislikenya"
@user16316,Tanpa teks anda hanyala mc 17 agustusan😅
@user16317,Hasil karya pemikiran kerja keras anakmuda bukan pemikiranmu bro !<br>Numpang Ben tenar 😂
@user16318,Sejarah tetap tercatat bahwa wakil presiden anak CACAT demokrasiiii yg naikkk dengan mengubah undang2 melalui PAMAN.
@user16319,"Gembar gembor .. ga pakai AI ga bsa sukses... Giliran ada karya anak bangsa tanpa AI yg sukses,..lu langsung PANSOS.... 🤡"
@user16320,Wes muliho Bran...
@user16321,"Tolong lah kl komen jangan menghina fisik, tapi hinalah isi otaknya, krn dr situlah semuanya bikin kacau"
@user16322,Terpantau kosong 😂😂
@user16323,BANJIR DISLIKE 😂😂
@user16324,Nol 😂
@user16325,Kerja masih dicariin.  bapak aja ko sok edukasi...... Gak ada ISI. ..kosong
@user16326,Wis Gib. @gibran Dodolan martabak waelah..mugo2 laris..iso disambi udud barang ...😅😅😅
@user16327,Na&#39;udzubillah mindzaalik
@user16328,karbitan...
@user16329,😂😂😂
@user16330,@grok tolong
@user16331,Kesini cuma mau lihat berapa dislikenya. Tapi udah ga bisa dilihat. Jadinya lihat like komen2 yg dislike 👍
@user16332,"Sekelas BUMN terlalu banyak punya anak perusahaan bahkan cucu perusahaan,  org nya disi org org titipan, swasta ga berkembang, uang lebih banyak berputar disekitar pemerintahan 🥵🥵🥵🥵"
@user16333,Dateng komen dislike. Langsung cabut. Gak penting lu
@user16334,Gw datang hanya untuk menengok komen 😂
@user16335,"Saya tu bisa maklum klo liat org gk ganteng tapi otaknya encer, <br><br>Sya juga bisa maklum klo ganteng tpi kurang d akademik. <br><br>Tapi ini !!! Double Combo mematikan.... udah gak ganteng isinya pun gak ada....😂🤣🤣"
@user16336,Kesini cuma mau klik dislike
@user16337,Jual martabak kalo ditekuni bisa jd Wapres... Mantap
@user16338,jutaan orang cerdas pintar tapi mengapa dia yang jadi wapres 😭😭. sejarah kelam indonesia punya wapres seperti ini 😭
@user16339,Wkwkwkwk dislike di sembunyikan kah gib?? <br>Pemimpin ko takut di kritik wkwkwkwk
@user16340,"Buzzernya udah mulai kerja nih, jumlah like naik lumayan"
@user16341,Apa dia paham apa yg dia omongin
@user16342,Keliatan banget tuh pake bot buat like wkwkwk
@user16343,"terlalu memaksakan untuk menjadi wakil presiden, hasil kerja di cariin bapak"
@user16344,"<a href=""https://www.youtube.com/watch?v=SzXMacu80o8&amp;t=253"">4:13</a> 😮"
@user16345,Ngimpi apa gw semalam puny wapres fufufafa plongaplongo otaknya <br>Ga percaya<br>Ayo debat sama gw fufufafa<br>Dsiap di siarkan di tv mana aja
@user16346,Sumpah gak penting omongan lo
@user16347,SANGAT KOSONG GABISA APA APA
@user16348,😂😂
@user16349,"Jangan bicara Bonus Demografi mas, anda saja jadi wapres berkat cawe² bapakmu😅"
@user16350,Jutaan lapangan kerjanya masih kita tunggu
@user16351,KEREN.. Sudah selevel bung hatta..😊😊 <br>Klo bs pas nyari kerja jgn dibantu bapak😊
@user16352,"Terbatah2 bener, padahal sambil baca😅"
@user16353,"Ipk 2,3 jadi WAPRES, kosong"
@user16354,Bocil sok tau..parah!!!
@user16355,"Dihina tidak tumbang, dipuji tidak pantas"
@user16356,Tnpa bapak bisa apa lu bg??
@user16357,Ancow kelebow negara ni punyo wapres macam gini
@user16358,Wapres diganti ai aja untuk menanggulangi krisis Demokritos
@user16359,Pret
@user16360,Datang ke kampus dong pak jangan cuman berani datng di sd doang
@user16361,Jumlah dislike nya beneran disembunyiin?
@user16362,Dari Moh Hatta ke ...... OMG
@user16363,Demografis orang dalem salah satunya
@user16364,Kosong sekosong kosongnya
@user16365,Kosong melompong 😂😂😅
@user16366,Wapres karbit
@user16367,Terpantau matanya baca teks... Mainan pak Tarno masih dipake &quot;bim salabim ehhh masih kosong ya&quot;...!!!!
@user16368,Fufufafa lu lagi baca apaaan? <br>😂😂😂😂😂😂
@user16369,semoga diberikan hidayah 🤲
@user16370,Dislikenya KOK ILANG
@user16371,"kerja ktl, bukan liatain bocah makan"
@user16372,"Dia sendiri ga paham apa yg dia omongin,,,omon omon"
@user16373,Mau tanya kok dislike nya gak ada angka yah? 😂😂
@user16374,"<a href=""https://www.youtube.com/watch?v=SzXMacu80o8&amp;t=259"">4:19</a> enak aja bilang manusia yang pake AI lebih unggul dari yang ngga pake, bilang aja ga mampu / ga mau bayar orang. Pada dasarnya aja AI tuh belajar dari hasil manusia, entah itu gambar, tulisan, apapun itu."
@user16375,"Taunya ngomong, bikin kebijakan nda becus"
@user16376,Yang kayak gini bisa di takedown gak si?
@user16377,Pendukungnya kebanyakan Ok Gass Okk Gasss 😅😅😅😅
@user16378,Alhamdulillah saya tidak memilih beliau saat pemilihan Pilpres.. 🙏
@user16379,"Saking pandir nya, dia sama sekali tdk sadar bhwa dia itu tdk pantas di jabat an nya,sbb dia adalah anak HARAM konstitusi..!!<br>Predikat itu akan lekat s/d dia mati..!!"
@user16380,"sehatt sehatt mas gib, komennya kenapa jadi out of topic? bukannya bahas yang seTema dengan pembawaan beliau malah pada bahas ke fisik? situ pada sehat &quot;salut editor kuat liat mukanya&quot;. bro sudah lama pemilu selesai tolong bgt lu ikhlas karna yang lu pilih kalah, bukan malah menghina atau mencaci maki gini."
@user16381,Kesini cuma mau dislike doang
@user16382,Bapak dulu Janjiin hilirisasi kan? ... <br>Mana pak? ... <br>Yang ada malah bagi-bagi skincare.
@user16383,Kosong adalah kosong 🎉🎉🎉🎉🎉🎉
@user16384,Like dari buzzer wkwkwkwk
@user16385,WAKAKAKAKAKA DISLIKENYA DI HIDE CEMEN👎🏼👎🏼👎🏼
@user16386,Dy lupa kerahkan buzzer like 🤣
@user16387,ngene men wapres indo
@user16388,"Sulit di mengerti, bahas apa ini,. Kok gak ada isi nya ya,. Singkat padat dan TIDAK JELAS"
@user16389,Ngaca...ngacaa....
@user16390,Wapres paling sampah
@user16391,kyk gni modelannya di bandingkan dgn bung hatta?<br>😂😂😂
@user16392,amati tiru plek ketiplek
@user16393,KOnten gaGuna
@user16394,kosong
@user16395,Lord fufufafa🗿🗿
@user16396,Nunggu CLOSE COMMENT
@user16397,Mantap pak wapres ku 🎉
@user16398,GET OUTTT🔥🔥
@user16399,Malu ga sih gib?
@user16400,"<a href=""https://www.youtube.com/watch?v=SzXMacu80o8&amp;t=162"">2:42</a> Banggain animator indonesia pas sukses tapi mereka cari biaya dari investor bukan dari pemerintah. Tapi pemerintah masih pake AI wkwkwk"
@user16401,Makan mas ?
@user16402,Matanya kayak baca teks
@user16403,Coba kasih trik bagi anak muda agar bisa jd walikota dan wapres sebelum umur 40th
@user16404,Generasi ngantuk
@user16405,siap pak wapresss😂
@user16406,"Terpantau gibran baru aja sewa buzzer buat like guysss. Beberapa jam yang lalu perbandingan like dan dislike nya <a href=""https://www.youtube.com/watch?v=SzXMacu80o8&amp;t=72"">1:12</a> dengan 690k views. sekarang udah 1:3 dengan 820k views. Keliatan banget sumpahh bangg fufufafa emang pinter nyewa buzzer, entah berapa T uang negara abis cuma buat sewa buzzer"
@user16407,"Sebenarnya banyak yang GK Sadar, harusnya kita makzulkan ni orang"
@user16408,Susah2 jadi wapres mentoknya ytuber juga
@user16409,Oh iya ini wapres kita ya wkwk
@user16410,moco ta iki sam?
@user16411,Genersi muda kayak lu<br>Ngab2
@user16412,Target brpa like?
@user16413,gimana cara lihat yang dislike ya ?
@user16414,"Dislike videonya, like kolom komentarnya...😋👍"
@user16415,"btw,prestasimu apa ya,koq bsa jdi wapres..<br>selain krna anak mulyono lho ya..."
@user16416,fufufafa
@user16417,😂😂😂
@user16418,Ga fair nih ...masa harus like aja...😂😂
@user16419,"Halah ngomong opo se bro2, palingan skrip pake AI"
@user16420,hampir 1 JT views 😭
@user16421,"banyak banget editannya, isinya gaada."
@user16422,Wakakakak komen sama like lebih banyak komen 😂
@user16423,kek gini jadi wapres jir
@user16424,"Anak muda berbakat yang ada di pikiran pemerintah : Raymond Chin, Ferry Irwandi, Jerome❌<br>Anak muda berbakat yang ada di pikiran Pemerintah : Gibran✅"
@user16425,😂
@user16426,"Mas wapres emang jago skill membacanya, Padahal diwawancarai mbak Najjwa bilangnya gak suka baca"
@user16427,"Pendongeng mimpi yang tampa solusi<br>Pemimpin pemberi solusi bukan pemberi motivasi<br>Pemimpin kita NOL besar memberi contoh plagiat konten yg baik<br>Bukan terobosan sebuah solusi dari masalah yang sedang di hadapi bangsa ini, sepertinya diam anda lebih baik ketika solusi tidak bisa anda beri"
@user16428,Bonus demografi?<br><br>Yg jelas itu hutang banyak<br>Pengangguran tinggi<br>Ketimpanga sosial <br>Dll <br>MendingvBicara fakta sj 😅
@user16429,Cupu anjir sembunyiin jumlah dislike
@user16430,Ngantuk
@user16431,sbaiknya pakai gaya Fufufafa lebih natural dan destruktif
@user16432,Pengen nangis nonton nya😭<br>Yang edit video ini ttp semangat ya💪😂🤣
@user16433,"ngomong AI sekelas wapres gk mudeng AI ya gk usah ngomong jngn sok pinter mas, di Indonesia byk yg jago AI, wapres tuh ngomong strategi tp yg bnr2 tahu jngn hapalan... malu2in bgt punya wapres gk mutu...."
@user16434,"Komen komenya nitizen, wapres ini woiiii 😂😂😂😂😂"
@user16435,K O S O N G
@user16436,Wapres = HAMA..! <br>Hama itu perusak
@user16437,"Anak Mulyono nih boss, modal baca teks doang"
@user16438,Muke tem b o x
@user16439,"90% komentarnya negatif,ini bukti bahwa orang2 sakit hati suka reseh di medsos 😂"
@user16440,fufufafa jadi wapres indonesia? gilaaaaa pake dukun mana sih
@user16441,Saya kesni hanya untuk lihat angka dislikenya
@user16442,dosa apa coba Indonesia punya wapres ancur banget modelan begini 😭
@user16443,Kira kira mas girang baca komen komen nya nggak ya? 😂
@user16444,"mampir kesini buat bantu dislike, kalo nonto videonya skip dulu, soalnya udah di spoiler sama para komentator yg katanya isinya kosong"
@user16445,Cuihhhh
@user16446,GW MAMPIR CUMA NINGGALI DISLIKE😊
@user16447,"Awowkwowk template videony mirip raymon, isi videonya full claim karya awowkwowkwk"
@user16448,Kira kira berapa hari ya ngapalinnya
@user16449,"Ngapain capek² ngapalin, sudah pasti dia baca teks"
@user16450,Baca teks jir itu intonasinya aja datar kaya orang baca
@user16451,Kesini cuma buat dislike😅
@user16452,Omon2 kosong
@user16453,kesini cuma mau dislike
@user16454,"Selain malu, ada yang hilang disini."
@user16455,"Wapres kowa kowo, itu pun pasti di balik kamera ada prompter supaya memperlancar dia membaca"
@user16456,"Bang gw voter 02, mending lu ngaku aja dah nih video cuma cuci tangan dan pencitraan lu doang, dah tau ketebak gw🥴"
@user16457,"Lu ngedukasi? Dislike aja di sembunyiin, takut di kritik, malu kan lu?"
@user16458,KOSONG MOMPLONG
@user16459,🧢🧢🧢
@user16460,Zero 😂😂😂😂
@user16461,ANAK HARAM KONSTITUSI sok-sokan bicara bonus Demografi😂😂
@user16462,Bisa ae anak bapa.😂
@user16463,Wkwkwkw kocak
@user16464,"Ditanya sama wartawan gimana caranya nurunin harga sembako planga plongo malah cengar cengir, tp pas debat koo kek mahir gtu ngomongnya ?<br>Brrti yg di bilang om roy suryo itu bener adanya ya😅"
@user16465,Ngantuk njir ngomong laporan apa ini???
@user16466,ga jelas ngomong apa
@user16467,Wkwkwkw kocak
@user16468,Mampir buat dislike.
@user16469,"Para para, ai , 19 juta lapangan kerja,"
@user16470,Bisa ya wakil presiden ngemeng disslikenya lebih banyak dari likenya wakkakakakka kocak kocak
@user16471,Wapres terdungu semenjak indonesia merdeka
@user16472,Heheh mana silent majority kemarin? Masih silent apa gimana 😂😂😂<br>Btw jumlah dislike bisa dihilangkan ya😂
@user16473,Kerennn🎉🎉🎉sehat terus Mas Wapres
@user16474,"Nyesel nonton, jadi makin malu punya wapres modal script"
@user16475,moh hatta didnt die for this
@user16476,😂
@user16477,Ada yang  mute video tapi bacain komentar
@user16478,Lowongan kerja juga susah
@user16479,😂😂😂😂😂😂😂
@user16480,De blutut dewais konekted swusesfoolei...
@user16481,Lol emang ciklop ini
@user16482,"Yang di tanya mbak nana suka baca buku ga, sukanya baca komik sama main ps eh tau² jadi wapres WKWKWKWKWK"
@user16483,wahai buzzer...datanglah...
@user16484,"dihh bawa2 jumbo lu, nge bantu kaga nge support kaga, gliran udh sukses di bawa2"
@user16485,Kosong
@user16486,woi kalau ngomogn jangan pake prompter
@user16487,"Mon maap ini ye pak,, lu ga ccok banget nogmong ginian.. lu jadi cawapres dari proses yang haram, mana keliatan bgt lagi bicara nya negbaca bukan lahir dari pemikiran otak hahaaaa... atau biasa yang di bilang pintar yang di setting wkwk"
@user16488,ngomong wae ora jelas
@user16489,Ternyata point2 penting divideo ini ada di kolom komentar 😂
@user16490,Waduh angka penunjuk jumlah dislikenya hilang
@user16491,Semoga wapres dan keluarganya segera dapat hidayah agar bisa bertaubat..  sebelum terlambat mas tobat tobat ingat akhirat itu kekal 😢
@user16492,Pilihan siapa ini?
@user16493,"Menuju Indonesia bubarr,"
@user16494,notice ga? nama animator jumbo ga disebut di sini? :) malah bang ferry yang nyebut di videonya :)
@user16495,"Cetak sejarah pertama kalinya di indonesia, wapres di giniin 😅"
@user16496,Wkwkwk..... Banyakin dialog live bran..... Masak kalah ma ketua RT......
@user16497,"Udah brp ribu dislike, gak keliatan"
@user16498,Video tugas anak sekolah mah ini😂😂
@user16499,"Buzzer Buzzer sepertinya sudah siap push rank, karena tiba2 likenya meningkat derastis 😁😁😁"
@user16500,BIKIN VIDEO YUTUB. BIKIN VIDEO JEJAK DIGITAL BAIK. KETAHUI DAN SADARLAH BAHWA INI ORANG PUNYA JEJAK DIGITAL YANG TIDAK BAIK YANG ADALAH FFFF 😢
@user16501,Udh bang udah bang..
@user16502,Thumbnailnya siapa niru siapa sih? 😂
@user16503,"Malooooooeeeeee ahhhhh, kalo gaweannn aja masih dicariin bapake sama paman, instropeksi diri! Sama ingat yah Gusti Ora Sare! Gusti anti  kebohongan!"
@user16504,Ngomong apa koe ..n
@user16505,gimana dah caranya biar bisa liat dislike nya? penasaran bgt ini asli  hahahaha
@user16506,Ada apk nya ka
@user16507,DUTA AI INDONESAAAAAAAAAAAAH!
@user16508,Wapres tolol !!!
@user16509,"Melalui vidio ini kita yakin klw sukses adalah keberuntungan, tidak perlu belajar dan bekerja keras nnti juga jadi wakil presiden."
@user16510,Wkwkwkwkwkwk
@user16511,"Mana jumlah dislike ii, baru mau ikutan kok, IHH Cemen &#39; disembunyikan"
@user16512,Hadeh banh😅
@user16513,"Inilah suara rakyat yg sesungguhnya,kalo yg kemarin suara buzzer&quot;"
@user16514,6 mnt<br>No essential<br>Just yapping
@user16515,Bapak lu Jokowi<br>Adek lu Kaesang<br>Dan lu gak malu jadi Gibran <br>Kocakkkk lu
@user16516,Si anjir dislike nya di bungkam 😂
@user16517,kami dari Barisan Gibran Satu Tujuan disingkat Bang...
@user16518,Bau bro
@user16519,Ayo jujur siapa yg percaya dengn bacot si mas-mas ini?
@user16520,"24K dah pake jalur paman n Buzzer... Dislike tembus 100K ini hasil murni, 58% fake fake fakee..."
@user16521,😂😂😂
@user16522,Jabatan akan diminta Pertanggung Jawaban di Hadapan Allah.. Dari Cara mendapatkan jabatan sampai melaksanakan Jabatan tsb
@user16523,Kok dislike nya di hide
@user16524,"Dari sistem YouTube emang gitu, kalau mau lihat dislikenya ada aplikasi yt dislike button ada play store"
@user16525,Kok liat mas gibran macam anak magang dan baru belajar public speaking<br>Dikampus cm bisa foto foto klo ada acara g mau sambutan
@user16526,Nonton sampe habis tapi ga dapat intinya ya baru di video ini..asli kosong 🤣🤣
@user16527,Astagfirullah punya wapres gini amat 👎
@user16528,prompter nya hebat
@user16529,"Bonus Demografi maka semakin banyak tantangan. Nasib rakyat harus benar-benar menjadi perhatian utama. Sehingga dibutuhkan pemimpin yang berintegritas, cerdas berpendidikan, sehat enerjik, matang, dekat dengan semua kalangan, amanah dan benar-benar berjuang untuk kesejahteraan rakyat. <br>Jika kriteria pemimpin tersebut belum terpenuhi, maka perlu 2 syarat lagi yaitu sadar diri dan berjiwa ksatria."
